"strain" "sex" "age" "litter" "littersize" "femalelitterratio" "cage" "tag" "nosesniff" "bodysniff" "anogenitalsniff" "pawing" "walkingpassive" "notwalkingpassive" "inactive" "rear" "selfgroom" "bigdig" "na" "sniff" "passivepawing" "nonsocial" "chambtime" "chambpref" "champrefchange" "snifftime" "sniffpref" "sniffprefchange" "stimfollowtest" "testfollowstim" "mousewtadj" "brainwt" "ccarea" "ccindex" "ccindexdiv"
"61" "balb/cj" "male" 30 "b39" 15 0.654539104881651 31 61 3.27269552440825 6.54539104881651 2.18179701627217 0 2.18179701627217 27.2724627034021 0 46.9086358498516 6.54539104881651 4.36359403254434 23 11.9998835894969 29.4542597196743 28 130.90782097633 -43.0355840036258 -39.699492220399 17.4543761301773 -0.667218356645361 -0.834022945806701 37.0905492766269 115.635241862425 39.1850744122481 0.959117968353245 1.67326376771945 1.93167497724386 "ccindex"
"62" "balb/cj" "male" 30 "b39" 7 0.499363927790807 31 62 2.49681963895404 4.99363927790807 0 0 0 24.1359231765557 0 24.1359231765557 9.15500534283147 6.65818570387743 23 7.49045891686211 24.1359231765557 39.9491142232646 244.688324617496 6.83430513626562 -18.6629101798023 149.809178337242 40.480115037881 40.480115037881 23.303649963571 143.150992633365 32.2589097352861 0.775012815931333 1.39342510410747 1.83730038471892 "ccindex"
"63" "balb/cj" "female" 30 "b52" NA NA 32 63 2.93532175756261 0.838663359303602 0 0 0 0.838663359303602 0 9.22529695233963 0.838663359303602 12.1606187099022 26.8372274977153 3.77398511686621 0.838663359303602 22.2245790215455 50.3198015582161 -197.724171192801 -200.913270728168 0 -7.97274883841938 -3.98637441920969 20.9665839825901 105.671583272254 12.9992820692058 0.365908823664162 0.635715212985724 0.982115682776601 "ccindex"
"64" "balb/cj" "female" 30 "b52" NA NA 32 64 4.17760981891286 1.19360280540367 0 1.19360280540367 0 1.19360280540367 0 22.6784533026698 3.58080841621102 16.7104392756514 28.0496659269863 5.37121262431653 2.38720561080735 42.9697009945322 300.787906961726 280.500538476167 201.808079718148 23.8720561080735 25.3846641154903 24.750047512603 45.3569066053396 89.5202104052755 20.9477292348345 0.512652404920878 0.882848315016827 1.37544441027963 "ccindex"
"65" "balb/cj" "male" 30 "b51" 12 0.570220659700468 33 65 4.56176527760374 1.14044131940094 0 0 6.84264791640561 9.69375121490795 0 13.6852958328112 2.28088263880187 13.1150751731108 29.6514743044243 5.70220659700468 16.5363991313136 29.0812536447239 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"66" "balb/cj" "male" 30 "b51" 14 0.230055626329593 33 66 1.84044501063675 2.53061188962553 0 0.920222505318373 0.920222505318373 2.76066751595512 0 7.59183566887658 2.53061188962553 1.15027813164797 11.9628925691388 4.37105690026227 4.60111252659186 11.2727256901501 92.4823617844965 186.079651634203 357.792859576059 12.8831150744572 32.8375855825064 40.3628656118307 15.6437825904123 19.3246726116858 9.09179835254552 0.204749507433338 0.359576943953154 0.544008698112741 "ccindex"
"67" "balb/cj" "female" 30 "b54" 5 1.61671882041056 34 67 6.46687528164225 11.3170317428739 0 0 6.46687528164225 8.08359410205281 0 29.1009387673901 1.61671882041056 8.89195351225809 23 17.7839070245162 14.5504693836951 39.6096111000588 232.807510139121 19.0629102617118 74.2091863759497 58.2018775347802 46.2956392070145 54.4654578906053 30.7176575878007 113.170317428739 NA NA NA NA "ccindex"
"68" "balb/cj" "female" 30 "b54" 0 1.09846725943595 34 68 4.3938690377438 6.59080355661571 0 0 4.3938690377438 6.59080355661571 0 21.4201115590011 1.64770088915393 6.59080355661571 21.4201115590011 10.9846725943595 10.9846725943595 29.6586160047707 232.875059000422 -17.2806898943607 -10.1182986881454 121.929865797391 -12.0510074263305 -10.8572755586279 14.2800743726674 130.717603872878 NA NA NA NA "ccindex"
"69" "balb/cj" "male" 30 "b53" 5 0.733753856169072 35 69 5.1362769931835 11.7400616987052 2.93501542467629 0 4.40252313701443 5.1362769931835 0 25.6813849659175 5.87003084935258 7.33753856169072 29.3501542467629 19.8113541165649 9.53880013019794 38.8889543769608 278.826465344247 78.223824176229 85.197265866358 95.3880013019794 34.5640153336826 35.7767878015311 36.6876928084536 107.128063000685 26.855391135788 0.660671972094632 1.16746108547349 1.51508786667583 "ccindex"
"70" "balb/cj" "male" 30 "b53" 14 0.504099495831577 35 70 3.52869647082104 2.52049747915789 0 1.00819899166315 5.04099495831577 8.06559193330524 0 18.1475818499368 2.52049747915789 3.02459697498946 23.1885768082526 6.04919394997893 14.1147858832842 23.6926763040841 14.1147858832842 -154.682217810647 -142.617004821416 0 0 5.259195405562 45.3689546248419 45.3689546248419 18.0265979709372 0.42959359034767 0.736459117440184 1.05125681443604 "ccindex"
"71" "balb/cj" "female" 30 "b55" 3 0.0248598574524425 36 71 0.0870095010835486 0.174019002167097 0 0 0.19887885961954 0.124299287262212 0 0.459907362870185 0.0248598574524425 0.211308788345761 0.472337291596407 0.261028503250646 0.323178146881752 0.696076008668389 6.28954393546794 83.23105361204 69.3592113433666 3.90299762003347 53.3532394948974 50.8634216518022 0.795515438478159 2.83402374957844 NA NA NA NA "ccindex"
"72" "balb/cj" "female" 30 "b55" 3 0.630745057178577 36 72 2.20760770012502 3.15372528589289 0.630745057178577 0 3.78447034307146 5.04596045742862 0 11.3534110292144 0.946117585767866 1.26149011435715 15.4532539008751 5.99207804319648 8.83043080050008 13.5610187293394 122.995286149823 223.553178525446 219.561157480349 48.5673694027504 143.712757623501 135.728715533306 21.4453319440716 49.198114459929 NA NA NA NA "ccindex"
"73" "balb/cj" "male" 30 "b57" 7 0.683484705274186 37 73 1.36696941054837 2.05045411582256 2.05045411582256 0.683484705274186 0 9.56878587383861 0 27.3393882109674 2.73393882109674 11.6192399896612 32.1237811478867 5.46787764219349 10.2522705791128 41.6925670217253 164.036329265805 -32.1753068004891 -19.800188800301 97.0548281489344 80.4382670012226 82.2945347012508 57.4127152430316 113.458461075515 25.3709522597778 0.585472998537868 1.00664994362193 1.48624657649742 "ccindex"
"74" "balb/cj" "male" 30 "b57" 6 0.726622025435863 37 74 1.45324405087173 2.90648810174345 0 0 1.45324405087173 10.8993303815379 0 7.26622025435863 11.6259524069738 12.3525744324097 23 4.35973215261518 12.3525744324097 31.2447470937421 255.770952953424 44.6151417645312 60.9071879145005 154.043869392403 50.6306664968276 49.3774321775992 33.4246131700497 162.763333697633 26.7106256550223 0.624168319849406 1.07489196222727 1.54038171513128 "ccindex"
"75" "balb/cj" "female" 30 "b56" 5 0.806948835824741 38 75 2.01737208956185 2.68982945274914 0 0 6.72457363187284 12.1042325373711 0 15.4665193533075 2.68982945274914 7.39703099506012 23 4.70720154231099 18.828806169244 25.5533798011168 281.087177812285 123.107558065896 85.3665548632122 134.491472637457 77.2791970340658 77.2791970340658 60.5211626868556 125.077069552835 NA NA NA NA "ccindex"
"76" "balb/cj" "female" 30 "b56" 4 0.585749975762531 38 76 1.46437493940633 4.88124979802109 1.95249991920844 0.488124979802109 3.41687485861476 4.88124979802109 0 24.8943739699076 2.92874987881265 6.83374971722952 18.5487492324801 8.29812465663585 8.78624963643796 34.6568735659497 267.492488931556 54.1959012072182 57.702694814744 123.983744869736 26.9916841306538 27.2042170765644 32.2162486669392 122.031244950527 NA NA NA NA "ccindex"
"77" "balb/cj" "female" 30 "b10" 9 0.199451852403529 39 77 1.12191667089177 2.91698334431859 0.67315000253506 0.448766668356707 0.67315000253506 1.34630000507012 0 7.62903336206401 0.67315000253506 3.14136667849695 10.3216333722042 4.71205001774542 2.46821667596189 11.443550043096 75.8415669522834 -16.2520566753341 -16.3831216485223 22.887100086192 -8.65028823041976 -9.17454812317248 7.62903336206401 18.8482000709817 NA NA NA NA "ccindex"
"78" "balb/cj" "female" 30 "b10" 4 0.324134972099607 39 78 1.82325921988355 2.18791106386026 0.36465184397671 0 4.37582212772052 2.91721475181368 0 20.7851551066725 1.09395553193013 2.18791106386026 13.1274663831616 4.37582212772052 7.2930368795342 24.0670217024629 107.936945817106 9.77943624157889 28.727093959638 49.5926507808326 73.3457718118416 70.9009127514469 16.7739848229287 40.8410065253915 NA NA NA NA "ccindex"
"79" "balb/cj" "male" 30 "b4t" 5 0 40 79 2.09559566032671 2.4448616037145 0 0 0.349265943387786 4.889723207429 0 10.8272442450214 2.79412754710228 0.698531886775571 19.9081587731038 4.54045726404121 5.23898915081678 14.3199036788992 106.176846789887 41.7750186180167 24.3687608605097 25.1471479239206 16.9089361072925 23.3741175600808 30.7354030181251 45.4045726404121 14.5923311147417 0.309519479030256 0.54231920093595 0 "ccindex"
"80" "balb/cj" "male" 30 "b4t" 6 0 40 80 2.68962024476522 1.34481012238261 0 0 0 8.51713077508987 0 8.06886073429567 2.68962024476522 1.79308016317681 31.8271728963885 4.03443036714783 8.51713077508987 12.5515611422377 27.7927425292406 -295.802408572104 -283.666925143505 12.5515611422377 0 4.55080628572468 40.3443036714783 27.7927425292406 18.6032066929594 0.430518547178753 0.785853243115503 1.09680084657044 "ccindex"
"81" "c57bl6/j" "female" 30 "c4t" 6 0.524477250545229 41 81 0.655596563181536 9.83394844772304 0 1.31119312636307 5.24477250545229 33.4354247222583 0 10.4895450109046 10.4895450109046 3.27798281590768 24.2570728377168 10.4895450109046 8.75 24.2570728377168 243.881921503531 156.068732504604 143.55940661683 52.4477250545229 41.6977529592454 39.9107064038491 23.6014762745353 78.6715875817843 21.267552509609 0.572335799657481 0.994605546002708 1.25031928616537 "ccindex"
"82" "c57bl6/j" "female" 30 "c4t" 6 0.319856696223034 41 82 0.399820870278792 1.19946261083638 0.799641740557585 0.399820870278792 1.19946261083638 26.7879983086791 5.99731305418189 6.79695479473947 5.59749218390309 0 9.99552175696981 2.39892522167275 28.3872817897943 18.3917600328245 179.919391625457 39.0833563411729 38.2492603216966 72.7673983907402 16.681920389525 17.9926427058448 15.9928348111517 100.754859310256 11.7547335861965 0.327373328584275 0.548058456143357 0.817476893164418 "ccindex"
"83" "c57bl6/j" "female" 69 "c3r" 9 0.462727315664555 42 83 0 2.02443200755075 1.21465920453045 0 1.6195456060406 8.90750083322332 0 15.3856832573857 6.88306882567256 3.23909121208121 16.195456060406 3.23909121208121 10.5270464392639 25.5078432951395 162.764333407081 45.9487418575668 47.4256657029886 36.4397761359136 12.1435960623569 11.9794934128656 14.5759104543654 36.4397761359136 17.070010687668 0.39646476435874 0.791245201287197 0.761606768466584 "ccindex"
"84" "c57bl6/j" "female" 69 "c3r" 7 0.878253348786644 42 84 0 4.610830084588 0.768471680764667 0 0 20.748735380646 15.3694336152933 6.916245126882 19.9802636998813 1.53694336152933 23 5.37930176535267 20.748735380646 43.802885803586 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"85" "balb/cj" "female" 69 "b3r" 4 0.382580504779613 43 85 3.0606440382369 6.1212880764738 0 0 2.55053669853075 2.55053669853075 0 29.0761183632506 1.53032201911845 8.67182477500456 17.3436495500091 9.1819321147107 5.1010733970615 39.2782651573736 192.820574408925 164.894634616253 133.34957408097 67.3341688412118 71.6933193983708 67.3917202344686 22.4447229470706 123.445976208888 23.1996818098357 0.488580809970551 0.972856313993982 1.07915071647055 "ccindex"
"86" "balb/cj" "female" 69 "b3r" 7 0.484576242567159 43 86 3.87660994053727 2.58440662702485 1.29220331351242 0 7.10711822431833 3.23050828378106 0 43.9349126594224 1.29220331351242 5.1688132540497 20.0291513594426 7.75321988107455 10.3376265080994 28 167.986430756615 19.1271814354648 10.8387361467634 98.2074518269443 79.0590165999212 77.7838711708902 23.2596596432236 138.265754545829 28.5706152617597 0.622712776781637 1.24074777756836 1.25786765334234 "ccindex"
"87" "c57bl6/j" "male" 69 "c3r" 8 0.575060306562709 44 87 1.00635553723951 2.01271107447902 0 0 3.01906661171852 10.0635553723951 0 6.03813322343705 1.00635553723951 17.1080441330716 27.1715995054667 3.01906661171852 13.0826219841136 24.1525328937482 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"88" "c57bl6/j" "male" 69 "c3r" 5 0.379009676265769 44 88 0.663266933962546 5.30613547170037 0 0 1.65816733490637 2.98470120283146 0 7.95920320755056 9.94900400943819 1.32653386792509 11.9388048113258 5.96940240566292 4.64286853773782 19.2347410849138 117.398247311371 148.150323643398 90.2103455848413 56.3776893868164 117.346791004672 116.613373560892 28.5204781603895 51.0715539151161 17.5898390886867 0.33594470205203 0.672751651118211 0.663070759501488 "ccindex"
"89" "c57bl6/j" "male" 69 "c7t" 3 0.299270258118624 45 89 0.448905387626841 3.14233771338789 0.897810775253683 0 0.897810775253683 6.28467542677578 0 9.87591852779051 7.6313915896563 0.448905387626841 30.9744717462521 4.48905387626841 7.18248620202946 17.9562155050737 161.605939545663 143.837335264176 112.027155349983 67.3358081440262 85.7491806382587 82.291552386716 24.2408909318494 71.8248620202946 23.7470950054599 0.437054285393493 0.871738350340316 0.840518656843586 "ccindex"
"90" "c57bl6/j" "male" 69 "c7t" 9 0.173975711966986 45 90 0.260963568211443 1.8267449774801 0.521927136422886 0.521927136422886 0.521927136422886 3.13156281853732 0 10.1775791602463 0.521927136422886 0.260963568211443 14.0920326834179 2.60963568211443 4.17541709138309 10.9604698648806 111.692407194498 296.125458496917 346.146650810585 56.8900578700946 180.076292329206 186.078835406846 2.60963568211443 45.929588005214 14.0502785125041 0.258249547102044 0.515956289982208 0.460035315625323 "ccindex"
"91" "balb/cj" "male" 69 "b7t" 8 0.310743774903385 46 91 1.24297509961354 0.932231324710155 0 0 1.86446264942031 1.24297509961354 0 16.7801638447828 1.24297509961354 4.35041284864739 13.3619823208456 2.17520642432369 3.10743774903385 22.3735517930437 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"92" "balb/cj" "male" 69 "b7t" 6 0.42837717764032 46 92 1.71350871056128 2.99864024348224 0.42837717764032 0 1.28513153292096 0.856754355280639 0 27.8445165466208 2.57026306584192 1.71350871056128 15.4215783950515 5.14052613168383 2.1418858882016 32.128288323024 183.345432030057 69.5792323871445 32.0064468980864 81.3916637516607 34.3257546443246 34.5576854189484 8.56754355280639 101.097013923115 23.4236640733727 0.406444266145135 0.808501949991233 0.84947915798918 "ccindex"
"93" "c57bl6/j" "female" 69 "c11" 8 0.763323999821185 47 93 1.52664799964237 1.52664799964237 0 0 1.52664799964237 6.10659199856948 18.3197759957084 1.52664799964237 32.0596079924898 1.52664799964237 33.5862559921321 3.05329599928474 7.63323999821185 28 24.4263679942779 -2.42464990381467 -1.21232495190734 1.52664799964237 0 0.173189278843905 112.971951973535 154.191447963879 31.3420834326579 0.715539917432379 1.421523018387 1.44280155423126 "ccindex"
"94" "c57bl6/j" "female" 69 "c11" 7 0.222172336272021 47 94 0.444344672544041 1.99955102644819 0 0 0.222172336272021 0.444344672544041 0 7.33168709697668 0 3.99910205289637 13.5525125125933 2.44389569899223 0.666517008816062 11.3307891498731 15.9964082115855 15.5578843276042 11.4091151735764 6.22082541561658 14.5206920390972 14.5206920390972 12.8859955037772 40.4353652015078 9.85556483702684 0.217284544874036 0.433591531468476 0.471454038816679 "ccindex"
"95" "balb/cj" "female" 69 "b14" 6 0.704513938762185 48 95 2.81805575504874 7.04513938762185 1.40902787752437 2.81805575504874 2.81805575504874 0 0 47.9069478358286 0 12.6812508977193 19.7263902853412 11.272223020195 5.63611151009748 28 191.627791343314 7.11925511464712 6.22934822531623 70.4513938762185 81.8714338184419 72.0824580358021 49.3159757133529 125.403481099669 31.3085994385915 0.668020116734304 1.32874146906303 0 "ccindex"
"96" "balb/cj" "female" 69 "b14" 7 0.349465956398708 48 96 1.39786382559483 2.09679573839225 0 0 2.79572765118966 2.09679573839225 0 23.7636850351121 4.1935914767845 0.698931912797416 11.8818425175561 3.49465956398708 4.89252338958191 28.6562084246941 104.839786919612 15.3775373875274 10.484684582405 39.1401871166553 7.2693813104675 8.24795187149197 14.6775701687457 92.2590124892589 14.7754206365374 0.336046463672998 0.669409028800853 0.673808817073755 "ccindex"
"97" "c57bl6/j" "male" 69 "c11" 6 0.363086379167193 49 97 1.08925913750158 3.26777741250474 0 0.363086379167193 1.08925913750158 1.81543189583597 0 14.5234551666877 1.81543189583597 3.26777741250474 20.69592361253 4.35703655000632 3.26777741250474 19.6066644750284 37.7609834333881 68.4743924910738 50.6425194465233 7.26172758334387 9.98584890494826 7.84602413960221 24.6898737833691 85.6883854834576 20.0423681300291 0.332514506041316 0.658914637457456 0.706394771551348 "ccindex"
"98" "c57bl6/j" "male" 69 "c11" 4 0.615089201863951 49 98 1.84526760559185 3.07544600931976 0 1.2301784037279 1.2301784037279 5.53580281677556 0 16.6074084503267 7.38107042236742 0 23 4.92071361491161 7.99615962423137 23.9884788726941 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"99" "balb/cj" "male" 69 "b14" 10 0.619659594759299 50 99 0.619659594759299 6.19659594759299 0 1.2393191895186 0 3.7179575685558 0 39.0385544698359 2.4786383790372 3.7179575685558 22.9274050060941 6.81625554235229 4.9572767580744 45.2351504174289 256.53907223035 78.459092682454 70.4053447580961 143.761025984157 56.6360337906456 55.5968405100833 28.5043413589278 183.419240048753 38.0594923101162 0.594501415212072 1.1839711945147 1.26568805130683 "ccindex"
"100" "balb/cj" "male" 69 "b14" 9 0.132413735497942 50 100 0.132413735497942 1.05930988398353 0 0 0.529654941991767 0.79448241298765 0 4.23723953593413 0.264827470995883 0.79448241298765 9.00413401386003 1.19172361948148 1.32413735497942 5.29654941991767 55.3489414381396 176.965239389375 161.628251975629 25.6882646866007 95.5612292702624 99.1005340580499 5.03172194892178 34.6923987004607 7.6614587359109 0.12608435894114 0.25090284257092 0.278499965130536 "ccindex"
"101" "c57bl6/j" "female" 69 "c16" 12 0.181135767183729 51 101 1.90192555352723 2.53590073803631 0 0.633975184509078 1.26795036901816 2.53590073803631 0 16.483354797236 3.16987592254539 0.633975184509078 13.3134788746906 4.43782629156355 4.43782629156355 20.2872059042905 101.436029521452 80.7267593481119 101.469051680613 31.0647840409448 47.0906096197319 47.0906096197319 17.7513051662542 61.4955928973806 13.0218502898165 0.283640497549361 0.560611576157687 0.688022857226052 "ccindex"
"102" "c57bl6/j" "female" 69 "c16" 4 0.319930461496395 51 102 3.35926984235288 3.35926984235288 0 0 4.47902645647051 4.47902645647051 0 24.6346455105878 1.11975661411763 7.83829629882339 27.9939153529407 6.71853968470576 8.95805291294101 33.5926984235288 167.963492117644 44.4586373729175 15.8075155103707 52.6285608635285 37.5428493371303 39.5187887759266 32.4729418094112 59.3471005482342 22.1263906949643 0.483510905975991 0.951748331735418 1.20061123827533 "ccindex"
"103" "balb/cj" "female" 69 "b17" 8 0.60952144625946 52 103 1.64570790358398 3.83998510836261 0 1.64570790358398 1.64570790358398 4.38855440955727 0 37.3027124812368 1.09713860238932 4.38855440955727 18.6513562406184 5.48569301194659 7.67997021672522 42.7884054931834 226.010552092199 132.903291880767 161.684896491889 115.199553250878 77.8796360065644 79.5726715719245 27.4284650597329 87.7710881911454 24.5100763773773 0.511924871874855 1.01652085788575 1.13875752615495 "ccindex"
"104" "balb/cj" "female" 69 "b17" 11 0.388021700191733 52 104 1.04765858967955 2.44453670925229 0 0.349219529893184 0.698439059786368 3.84141482882502 0 24.0961475626297 2.79375623914547 1.39687811957274 10.4765858967955 3.49219529893184 4.88907341850458 28.2867819213479 101.97210272881 9.87160579454852 65.2231097139813 14.6672202555137 9.87160579454852 10.5767204941591 14.6672202555137 11.1750249565819 13.1027167615923 0.314996015963652 0.623147329141398 0.464738834604356 "ccindex"
"105" "c57bl6/j" "male" 69 "c16" 8 0.341270852977422 53 105 5.37501592901938 1.79167197633979 1.19444798422653 0 3.58334395267959 4.77779193690612 0 14.9305998028316 4.18056794479285 14.9305998028316 29.26397561355 8.36113588958571 8.36113588958571 34.0417675504561 279.500828309008 220.804250272664 289.657188529732 96.7502867223489 90.2210915092607 95.563129822309 25.0834076687571 107.500318580388 29.7656437669251 0.546340507985215 1.08250431914482 1.28501874055232 "ccindex"
"106" "c57bl6/j" "male" 69 "c16" 4 0.432917035238542 53 106 6.81844329818859 3.03041924363937 0 1.51520962181969 6.06083848727875 3.78802405454922 0 35.6074261127626 5.3032336763689 1.51520962181969 36.3650309236725 9.84886254182796 11.3640721636477 42.4258694109512 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"107" "balb/cj" "male" 69 "b17" 12 0.546390944851941 54 107 2.95051109984007 6.88452589962684 0.983503699946691 0.983503699946691 3.93401479978677 3.93401479978677 0 20.6535776988805 1.96700739989338 7.86802959957353 18.1948184490138 10.8185406994136 8.85153329952022 30.4886146983474 130.80599209291 29.1886005171137 29.7098255263479 26.5545998985607 14.5943002585569 14.5943002585569 21.6370813988272 81.6308070955754 25.7382918276049 0.445035424225878 0.880727563302262 0.795882018969826 "ccindex"
"108" "balb/cj" "male" 69 "b17" 11 0.185573274610091 54 108 1.00209568209282 2.00419136418563 0 0 2.33822325821657 1.33612757612375 0 6.68063788061878 0.668063788061877 2.00419136418563 6.68063788061878 3.00628704627845 3.67435083434033 9.35289303286629 28.0586790985989 -130.218693996744 -202.214606543021 15.6994990194541 43.8235989412119 44.4496503546578 2.00419136418563 42.7560824359602 9.59005567762825 0.164878142893671 0.329328724962983 0.30063051140636 "ccindex"
"109" "c57bl6/j" "female" 69 "c28" 8 0.629715513528308 55 109 1.25943102705662 3.77829308116985 0 0 4.40800859469815 5.03772410822646 0 12.5943102705662 10.7051637299812 20.1508964329058 24.558905027604 5.03772410822646 9.44573270292462 43.4503704334532 229.216446924304 48.585877273179 39.9270080561768 80.6035857316234 27.9008008103404 27.419752520507 20.1508964329058 102.013913191586 25.2893750232968 0.59306607064096 1.17880225270445 1.15091491076423 "ccindex"
"110" "c57bl6/j" "female" 69 "c28" 9 0.725816159717356 55 110 1.45163231943471 5.08071311802149 1.45163231943471 0 4.35489695830414 4.35489695830414 0 7.25816159717356 4.35489695830414 37.7424403053025 34.8391756664331 7.98397775689091 8.70979391660827 28 236.616068067858 87.5313445002393 62.7090229255446 66.7750866939967 45.7253292165429 41.8060152836964 10.161426236043 130.646908749124 29.148776974249 0.687783392948166 1.3679602325425 1.32579009011154 "ccindex"
"111" "balb/cj" "female" 69 "b26" 0 0.514509920077633 56 111 1.28627480019408 3.00130786711952 0.428758266731361 0.857516533462721 2.1437913336568 4.71634093404497 0 28.2980456042698 2.57254960038816 3.85882440058224 12.8627480019408 4.71634093404497 7.71764880116449 34.7294196052402 154.35297602329 115.015050314734 102.513414410958 45.4483762735242 37.0048422751752 34.5045150944202 9.43268186808993 64.3137400097041 19.482775640273 0.429444279958131 0.859025762561615 0.940469605283066 "ccindex"
"112" "balb/cj" "female" 69 "b26" 4 0.98555022572013 56 112 2.46387556430032 6.5703348381342 0.821291854766775 1.64258370953355 3.2851674190671 9.03421040243452 0 56.6691379789075 6.5703348381342 4.92775112860065 20.5322963691694 9.8555022572013 13.9619615310352 28 354.798081259247 166.764253573937 172.391268265082 175.75645692009 97.1938901197793 91.05532863853 37.7794253192716 157.688036115221 39.2741764949472 0.847244677377405 1.69967991927694 1.67206712128046 "ccindex"
"113" "c57bl6/j" "male" 69 "c28" 5 0.212541036240112 57 113 0 1.27524621744067 0.212541036240112 0 0 1.06270518120056 0 7.43893626840393 0.637623108720337 3.82573865232202 12.3273801019265 1.48778725368079 1.06270518120056 11.9022980294463 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"114" "c57bl6/j" "male" 69 "c28" 8 0.747050536995193 57 114 0 1.49410107399039 0 0 4.48230322197116 2.98820214798077 0 6.72345483295674 2.98820214798077 26.1467687948318 23 1.49410107399039 7.47050536995193 35.8584257757693 276.408698688222 128.219959733056 175.861320918273 113.551681623269 84.6957532181651 84.6957532181651 19.423313961875 67.2345483295674 42.2531783724481 0.723443740026145 1.44216612065848 1.35854575987406 "ccindex"
"115" "balb/cj" "male" 69 "b26" 4 0.330300350550285 58 115 2.2020023370019 1.65150175275142 0 0.275250292125237 2.47725262912714 1.65150175275142 0 18.7170198645161 0.825750876375712 3.30300350550285 8.25750876375712 3.85350408975332 4.4040046740038 22.8457742463947 112.852619771347 229.588767595393 249.620002352038 54.499557840797 127.891729600118 124.810001176019 6.6060070110057 37.4340397290323 17.2967283571499 0.289728457491025 0.582352548055207 0.598622853760007 "ccindex"
"116" "balb/cj" "male" 69 "b26" 4 0.11206186816441 58 116 0.747079121096068 0.747079121096068 0.186769780274017 0.0933848901370085 0.747079121096068 0.280154670411025 0 5.04278406739846 0.747079121096068 1.77431291260316 2.61477692383624 1.68092802246615 1.1206186816441 7.56417610109769 39.4084236378176 141.060582380643 155.166640618708 17.1828197852096 75.8808650047599 77.3401124086976 6.91048187013863 16.0622011035655 5.68340441373834 0.0909382060154189 0.18138707520652 0.198273897201167 "ccindex"
"117" "c57bl6/j" "female" 69 "c33" 6 0.578520555109322 59 117 2.16945208165996 2.16945208165996 1.4463013877733 0 2.89260277554661 4.33890416331991 0 30.3723291432394 9.40095902052648 8.67780832663983 31.095479837126 5.78520555109322 7.23150693886652 28 NA NA NA NA NA NA NA NA 30.0541428379293 0.666166419208384 1.32093598348111 1.40673338184331 "ccindex"
"118" "c57bl6/j" "female" 69 "c33" 5 0.365382021153726 59 118 1.37018257932647 0.456727526442157 0 0 1.82691010576863 4.56727526442157 0 9.5912780552853 8.22109547595883 4.11054773797941 29.2305616922981 1.82691010576863 6.3941853701902 21.9229212692235 168.989184783598 130.210634326863 85.8531654902391 68.5091289663236 101.592912496783 95.869368130767 25.5767414807608 113.268426557655 18.0681409460517 0.428410419802743 0.851157418277604 0.922147155929557 "ccindex"
"119" "c57bl6/j" "male" 69 "c33" 6 0.459823788545633 60 119 2.29911894272817 4.02345814977429 0 1.14955947136408 1.14955947136408 5.17301762113838 0 17.2433920704613 5.17301762113838 12.6451541850049 25.2903083700098 6.32257709250246 7.47213656386654 35.0615638766045 273.595154184652 79.3534310198177 83.3883512411644 112.65682819368 60.5238033202 58.5063432095266 54.0292951541119 140.246255506418 34.5442621144907 0.55466244493317 1.10530143171657 1.13899842941564 "ccindex"
"120" "c57bl6/j" "male" 69 "c33" 9 0.438057193042871 60 120 2.19028596521435 3.28542894782153 0 0 4.92814342173229 2.73785745651794 0 7.11842938694665 1.09514298260718 19.7125736869292 29.0212890390902 5.47571491303588 7.66600087825023 27.926146056483 268.310030738758 166.551787279333 159.874003355397 86.5162956259669 61.2784877725847 61.2784877725847 24.0931456173579 83.2308666781454 31.6496321973474 0.551404491742713 1.10357558357325 0.926294401547438 "ccindex"
"121" "c57bl6/j" "male" 41 "c1a" 3 0.435022878515237 61 121 2.61013727109142 0.870045757030473 0 0 0 4.35022878515237 0 6.96036605624379 1.30506863554571 7.39538893475902 32.6267158886427 3.48018302812189 4.35022878515237 15.6608236265485 152.258007480333 20.306457296405 24.7907999493612 53.9428369358893 9.30712626085231 9.56095697705737 13.9207321124876 134.857092339723 19.6369327361778 0.428149517034696 0.79058447804088 0.781953149086154 "ccindex"
"122" "c57bl6/j" "male" 41 "c1a" 4 0.323159898746345 61 122 1.93895939247807 2.58527918997076 0 0 0.323159898746345 0.969479696239034 0 6.78635787367324 0.64631979749269 7.10951777241958 20.6822335197661 4.52423858244883 1.29263959498538 14.5421954435855 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"123" "c57bl6/j" "female" 41 "c8t" 6 0.271500779445048 62 123 0 1.66294227534813 0 0 0.950252728770359 3.32588455069626 0 16.3918595712887 2.3756318219259 0.47512636438518 6.41420591919992 1.66294227534813 4.27613727946662 19.2426177575998 0 0 -34.0223075562499 22.8060654904886 29.1619779053571 27.6664918589285 13.303538202785 19.0050545754072 9.6688215152384 0.219555892982391 0.393247838010682 0.50612330764268 "ccindex"
